index,slide_id,project,fold
12168,TCGA-AG-3601-01Z-00-DX1,TCGA-Rest,3
12230,TCGA-XE-AAO6-01Z-00-DX1,TCGA-Rest,4
12431,TCGA-L5-A4OJ-01Z-00-DX1,TCGA-Rest,5
12233,TCGA-UW-A7GP-11Z-00-DX1,TCGA-Rest,6
11949,TCGA-US-A779-01Z-00-DX1,TCGA-Rest,7
12167,TCGA-KN-8430-01Z-00-DX1,TCGA-Rest,8
11685,TCGA-W5-AA38-01Z-00-DX1,TCGA-Rest,9
11958,TCGA-HZ-8001-01Z-00-DX1,TCGA-Rest,0
12129,TCGA-NP-A5B3-01Z-00-DX1,TCGA-Rest,1
11782,TCGA-XD-AAUG-01Z-00-DX4,TCGA-Rest,2
11821,TCGA-2G-AAG8-01Z-00-DX1,TCGA-Rest,3
12305,TCGA-3Q-A9WF-01Z-00-DX1,TCGA-Rest,4
11609,TCGA-KL-8345-01Z-00-DX1,TCGA-Rest,5
12371,TCGA-OR-A5K5-01Z-00-DX2,TCGA-Rest,6
12396,TCGA-2G-AAKG-01Z-00-DX1,TCGA-Rest,7
11593,TCGA-WB-A80Q-01Z-00-DX1,TCGA-Rest,8
11242,TCGA-YZ-A980-01Z-00-DX1,TCGA-Rest,9
10436,TCGA-N7-A59B-01Z-00-DX1,TCGA-Rest,0
11529,TCGA-KM-8442-01Z-00-DX1,TCGA-Rest,1
11171,TCGA-KO-8407-01Z-00-DX1,TCGA-Rest,2
11902,TCGA-2G-AALT-01Z-00-DX1,TCGA-Rest,3
11028,TCGA-UT-A88D-01Z-00-DX1,TCGA-Rest,4
12448,TCGA-KL-8325-01Z-00-DX1,TCGA-Rest,5
10414,TCGA-L7-A6VZ-01Z-00-DX1,TCGA-Rest,6
10490,TCGA-UW-A7GR-01Z-00-DX1,TCGA-Rest,7
11497,TCGA-AF-3913-01Z-00-DX1,TCGA-Rest,8
11290,TCGA-KM-8639-01Z-00-DX1,TCGA-Rest,9
12358,TCGA-KM-A7QK-01Z-00-DX1,TCGA-Rest,0
11180,TCGA-LN-A49Y-01Z-00-DX1,TCGA-Rest,1
11789,TCGA-OR-A5JF-01Z-00-DX5,TCGA-Rest,2
11975,TCGA-NP-A5GZ-01Z-00-DX1,TCGA-Rest,3
11571,TCGA-KL-8343-01Z-00-DX1,TCGA-Rest,4
10861,TCGA-UW-A7GL-11Z-00-DX1,TCGA-Rest,5
12533,TCGA-WB-A819-01Z-00-DX1,TCGA-Rest,6
10704,TCGA-PK-A5H9-01Z-00-DX5,TCGA-Rest,7
10743,TCGA-OR-A5JG-01Z-00-DX3,TCGA-Rest,8
11381,TCGA-UW-A72J-01Z-00-DX1,TCGA-Rest,9
11741,TCGA-WC-AA9E-01Z-00-DX1,TCGA-Rest,0
11251,TCGA-QR-A6H2-01Z-00-DX1,TCGA-Rest,1
11185,TCGA-OR-A5LL-01Z-00-DX3,TCGA-Rest,2
12503,TCGA-XD-AAUI-01Z-00-DX3,TCGA-Rest,3
10832,TCGA-UW-A7GI-01Z-00-DX1,TCGA-Rest,4
12104,TCGA-KM-8477-01Z-00-DX1,TCGA-Rest,5
12076,TCGA-IG-A3QL-01Z-00-DX1,TCGA-Rest,6
12014,TCGA-2G-AAFE-01Z-00-DX1,TCGA-Rest,7
11009,TCGA-2G-AAFY-01Z-00-DX1,TCGA-Rest,8
10529,TCGA-OR-A5JS-01Z-00-DX5,TCGA-Rest,9
11831,TCGA-KN-8419-01Z-00-DX1,TCGA-Rest,0
11506,TCGA-KM-A7QI-01Z-00-DX1,TCGA-Rest,1
10395,TCGA-4X-A9FA-01Z-00-DX8,TCGA-Rest,2
11070,TCGA-YZ-A983-01Z-00-DX1,TCGA-Rest,3
10447,TCGA-HZ-8003-01Z-00-DX1,TCGA-Rest,4
10523,TCGA-N5-A4RS-01Z-00-DX1,TCGA-Rest,5
11562,TCGA-SP-A6QI-01Z-00-DX1,TCGA-Rest,6
11232,TCGA-KO-8406-01Z-00-DX1,TCGA-Rest,7
11959,TCGA-ZC-AAAA-01Z-00-DX1,TCGA-Rest,8
12346,TCGA-2G-AAGZ-01Z-00-DX2,TCGA-Rest,9
12502,TCGA-F5-6814-01Z-00-DX1,TCGA-Rest,0
11450,TCGA-RM-A68T-01Z-00-DX1,TCGA-Rest,1
11512,TCGA-KM-8443-01Z-00-DX1,TCGA-Rest,2
11681,TCGA-AG-3896-01Z-00-DX1,TCGA-Rest,3
11972,TCGA-GR-7353-01Z-00-DX1,TCGA-Rest,4
11707,TCGA-W6-AA0S-01Z-00-DX1,TCGA-Rest,5
10867,TCGA-VD-A8KG-01Z-00-DX1,TCGA-Rest,6
10856,TCGA-KM-A7QE-01Z-00-DX1,TCGA-Rest,7
11965,TCGA-UW-A7GR-11Z-00-DX1,TCGA-Rest,8
12271,TCGA-KL-8329-01Z-00-DX1,TCGA-Rest,9
11876,TCGA-KL-8346-01Z-00-DX1,TCGA-Rest,0
10695,TCGA-GS-A9TZ-01Z-00-DX1,TCGA-Rest,1
12309,TCGA-S7-A7WV-01Z-00-DX1,TCGA-Rest,2
11545,TCGA-KM-A7QL-01Z-00-DX1,TCGA-Rest,3
10385,TCGA-UW-A7GG-01Z-00-DX1,TCGA-Rest,4
11897,TCGA-4X-A9FD-01Z-00-DX8,TCGA-Rest,5
11574,TCGA-LN-A49K-01Z-00-DX1,TCGA-Rest,6
12471,TCGA-XD-AAUI-01Z-00-DX1,TCGA-Rest,7
11151,TCGA-OR-A5JS-01Z-00-DX1,TCGA-Rest,8
11302,TCGA-UW-A7GC-11Z-00-DX1,TCGA-Rest,9
12107,TCGA-LN-A4A3-01Z-00-DX1,TCGA-Rest,0
10526,TCGA-OR-A5LN-01Z-00-DX3,TCGA-Rest,1
12024,TCGA-UW-A7GX-01Z-00-DX1,TCGA-Rest,2
11554,TCGA-PR-A5PH-01Z-00-DX1,TCGA-Rest,3
11899,TCGA-OR-A5JZ-01Z-00-DX5,TCGA-Rest,4
11610,TCGA-KL-8345-01Z-00-DX1,TCGA-Rest,5
12016,TCGA-2G-AALG-01Z-00-DX2,TCGA-Rest,6
11269,TCGA-R6-A6Y2-01Z-00-DX1,TCGA-Rest,7
10848,TCGA-KO-8413-01Z-00-DX1,TCGA-Rest,8
11310,TCGA-LN-A8I0-01Z-00-DX1,TCGA-Rest,9
11454,TCGA-4X-A9FC-01Z-00-DX9,TCGA-Rest,0
11389,TCGA-KM-8441-01Z-00-DX1,TCGA-Rest,1
10944,TCGA-R6-A6DQ-01Z-00-DX1,TCGA-Rest,2
11107,TCGA-3G-AB0Q-01Z-00-DX1,TCGA-Rest,3
11014,TCGA-NP-A5H7-01Z-00-DX1,TCGA-Rest,4
10591,TCGA-XE-AAOC-01Z-00-DX1,TCGA-Rest,5
11089,TCGA-SB-A76C-01Z-00-DX8,TCGA-Rest,6
12552,TCGA-UW-A72K-01Z-00-DX1,TCGA-Rest,7
12292,TCGA-VR-A8EP-01Z-00-DX1,TCGA-Rest,8
11513,TCGA-GR-A4D4-01Z-00-DX1,TCGA-Rest,9
12103,TCGA-KM-8477-01Z-00-DX1,TCGA-Rest,0
12402,TCGA-OR-A5JM-01Z-00-DX4,TCGA-Rest,1
12285,TCGA-IB-7885-01Z-00-DX1,TCGA-Rest,2
11291,TCGA-KM-8639-01Z-00-DX1,TCGA-Rest,3
11566,TCGA-V4-A9ES-01Z-00-DX1,TCGA-Rest,4
11422,TCGA-KL-8323-01Z-00-DX1,TCGA-Rest,5
10465,TCGA-OR-A5LK-01Z-00-DX4,TCGA-Rest,6
12188,TCGA-UW-A72P-01Z-00-DX1,TCGA-Rest,7
10925,TCGA-EI-6507-01Z-00-DX1,TCGA-Rest,8
11524,TCGA-IB-7651-01Z-00-DX1,TCGA-Rest,9
11531,TCGA-KM-8442-01Z-00-DX1,TCGA-Rest,0
11864,TCGA-LN-A49V-01Z-00-DX1,TCGA-Rest,1
11849,TCGA-3U-A98F-01Z-00-DX1,TCGA-Rest,2
11247,TCGA-R6-A6XQ-01Z-00-DX1,TCGA-Rest,3
11304,TCGA-DY-A1DE-01Z-00-DX1,TCGA-Rest,4
11405,TCGA-XE-AAO3-01Z-00-DX1,TCGA-Rest,5
12488,TCGA-4X-A9FD-01Z-00-DX9,TCGA-Rest,6
11983,TCGA-V5-A7RE-01Z-00-DX1,TCGA-Rest,7
12075,TCGA-LN-A7HV-01Z-00-DX1,TCGA-Rest,8
11241,TCGA-N8-A4PM-01Z-00-DX1,TCGA-Rest,9
12341,TCGA-ZB-A96E-01Z-00-DX1,TCGA-Rest,0
12519,TCGA-KM-8438-01Z-00-DX1,TCGA-Rest,1
12179,TCGA-S7-A7WX-01Z-00-DX2,TCGA-Rest,2
11207,TCGA-LN-A5U7-01Z-00-DX1,TCGA-Rest,3
11944,TCGA-KN-8422-01Z-00-DX1,TCGA-Rest,4
11764,TCGA-OR-A5JW-01Z-00-DX4,TCGA-Rest,5
11091,TCGA-4X-A9FB-01Z-00-DX5,TCGA-Rest,6
11074,TCGA-R6-A6L6-01Z-00-DX1,TCGA-Rest,7
10811,TCGA-KL-8331-01Z-00-DX1,TCGA-Rest,8
10621,TCGA-G8-6325-01Z-00-DX1,TCGA-Rest,9
10432,TCGA-OR-A5JI-01Z-00-DX5,TCGA-Rest,0
12325,TCGA-Z6-A8JE-01Z-00-DX1,TCGA-Rest,1
10801,TCGA-N5-A4RU-01Z-00-DX1,TCGA-Rest,2
10752,TCGA-X7-A8DE-01Z-00-DX1,TCGA-Rest,3
10533,TCGA-KN-8432-01Z-00-DX1,TCGA-Rest,4
11399,TCGA-KN-8428-01Z-00-DX1,TCGA-Rest,5
12413,TCGA-UW-A72R-01Z-00-DX1,TCGA-Rest,6
12356,TCGA-KM-A7QK-01Z-00-DX1,TCGA-Rest,7
12152,TCGA-NG-A4VW-01Z-00-DX1,TCGA-Rest,8
12028,TCGA-YT-A95E-01Z-00-DX1,TCGA-Rest,9
10952,TCGA-NP-A5H5-01Z-00-DX1,TCGA-Rest,0
10418,TCGA-OR-A5K5-01Z-00-DX4,TCGA-Rest,1
11653,TCGA-N7-A4Y8-01Z-00-DX2,TCGA-Rest,2
11229,TCGA-UW-A72S-01Z-00-DX1,TCGA-Rest,3
12128,TCGA-NP-A5B3-01Z-00-DX1,TCGA-Rest,4
10573,TCGA-KL-8326-01Z-00-DX1,TCGA-Rest,5
10635,TCGA-QR-A6GR-01Z-00-DX1,TCGA-Rest,6
11905,TCGA-OR-A5JG-01Z-00-DX5,TCGA-Rest,7
11749,TCGA-QR-A70H-01Z-00-DX1,TCGA-Rest,8
10393,TCGA-LK-A4NW-01Z-00-DX1,TCGA-Rest,9
12157,TCGA-3A-A9IU-01Z-00-DX1,TCGA-Rest,0
11019,TCGA-4X-A9F9-01Z-00-DXI,TCGA-Rest,1
12456,TCGA-L5-A4OT-01Z-00-DX1,TCGA-Rest,2
12073,TCGA-AG-A016-01Z-00-DX1,TCGA-Rest,3
11334,TCGA-2G-AAM3-01Z-00-DX2,TCGA-Rest,4
11928,TCGA-OR-A5JJ-01Z-00-DX1,TCGA-Rest,5
12222,TCGA-KN-8427-01Z-00-DX1,TCGA-Rest,6
11095,TCGA-AG-A014-01Z-00-DX1,TCGA-Rest,7
10548,TCGA-VD-A8K7-01Z-00-DX1,TCGA-Rest,8
11276,TCGA-L5-A43E-01Z-00-DX1,TCGA-Rest,9
10813,TCGA-KL-8331-01Z-00-DX1,TCGA-Rest,0
11774,TCGA-IB-A6UG-01Z-00-DX1,TCGA-Rest,1
11032,TCGA-RW-A8AZ-01Z-00-DX1,TCGA-Rest,2
11117,TCGA-QR-A6GX-01Z-00-DX1,TCGA-Rest,3
12457,TCGA-LN-A9FP-01Z-00-DX1,TCGA-Rest,4
12531,TCGA-X7-A8M4-01Z-00-DX1,TCGA-Rest,5
11085,TCGA-OR-A5JC-01Z-00-DX3,TCGA-Rest,6
12310,TCGA-KM-A7QB-01Z-00-DX1,TCGA-Rest,7
11756,TCGA-2G-AAGA-01Z-00-DX1,TCGA-Rest,8
10769,TCGA-HV-AA8X-01Z-00-DX1,TCGA-Rest,9
11455,TCGA-IB-AAUN-01Z-00-DX1,TCGA-Rest,0
11873,TCGA-KL-8346-01Z-00-DX1,TCGA-Rest,1
11881,TCGA-4X-A9FB-01Z-00-DX1,TCGA-Rest,2
11182,TCGA-YU-A90Y-01Z-00-DX1,TCGA-Rest,3
12135,TCGA-UW-A7GY-11Z-00-DX1,TCGA-Rest,4
10973,TCGA-2G-AAGJ-01Z-00-DX1,TCGA-Rest,5
10471,TCGA-UW-A7GJ-01Z-00-DX1,TCGA-Rest,6
10774,TCGA-4X-A9FA-01Z-00-DX1,TCGA-Rest,7
12513,TCGA-KN-8426-01Z-00-DX1,TCGA-Rest,8
11982,TCGA-FZ-5922-01Z-00-DX1,TCGA-Rest,9
11326,TCGA-2G-AAH4-01Z-00-DX2,TCGA-Rest,0
10961,TCGA-HZ-7920-01Z-00-DX1,TCGA-Rest,1
12517,TCGA-KM-8438-01Z-00-DX1,TCGA-Rest,2
10446,TCGA-OR-A5JI-01Z-00-DX2,TCGA-Rest,3
11205,TCGA-TS-A8AY-01Z-00-DX1,TCGA-Rest,4
12534,TCGA-OR-A5JT-01Z-00-DX3,TCGA-Rest,5
12516,TCGA-KM-8438-01Z-00-DX1,TCGA-Rest,6
11110,TCGA-OR-A5J1-01Z-00-DX3,TCGA-Rest,7
10855,TCGA-OR-A5K3-01Z-00-DX5,TCGA-Rest,8
11633,TCGA-X7-A8M0-01Z-00-DX1,TCGA-Rest,9
11682,TCGA-2G-AAF4-01Z-00-DX1,TCGA-Rest,0
11987,TCGA-2G-AAKD-01Z-00-DX1,TCGA-Rest,1
10368,TCGA-OR-A5JP-01Z-00-DX2,TCGA-Rest,2
10753,TCGA-KN-8418-01Z-00-DX1,TCGA-Rest,3
10641,TCGA-XD-AAUG-01Z-00-DX3,TCGA-Rest,4
12509,TCGA-WB-A81K-01Z-00-DX1,TCGA-Rest,5
11423,TCGA-KL-8323-01Z-00-DX1,TCGA-Rest,6
11548,TCGA-OR-A5JI-01Z-00-DX1,TCGA-Rest,7
11797,TCGA-L5-A4OX-01Z-00-DX1,TCGA-Rest,8
11957,TCGA-ZB-A96V-01Z-00-DX1,TCGA-Rest,9
12415,TCGA-L1-A7W4-01Z-00-DX7,TCGA-Rest,0
12414,TCGA-UW-A72R-01Z-00-DX1,TCGA-Rest,1
11807,TCGA-WC-A883-01Z-00-DX1,TCGA-Rest,2
11047,TCGA-SN-A84W-01Z-00-DX2,TCGA-Rest,3
12290,TCGA-OR-A5JE-01Z-00-DX3,TCGA-Rest,4
11925,TCGA-2G-AAG5-01Z-00-DX2,TCGA-Rest,5
12495,TCGA-WB-A81N-01Z-00-DX1,TCGA-Rest,6
11046,TCGA-AG-3898-01Z-00-DX1,TCGA-Rest,7
11208,TCGA-LK-A4O6-01Z-00-DX1,TCGA-Rest,8
11855,TCGA-AG-3902-01Z-00-DX1,TCGA-Rest,9
10516,TCGA-OR-A5JJ-01Z-00-DX3,TCGA-Rest,0
11252,TCGA-PK-A5HB-01Z-00-DX3,TCGA-Rest,1
12226,TCGA-YU-AA4L-01Z-00-DX1,TCGA-Rest,2
10614,TCGA-R6-A8WG-01Z-00-DX1,TCGA-Rest,3
10692,TCGA-QR-A6H6-01Z-00-DX1,TCGA-Rest,4
12497,TCGA-2G-AAG0-01Z-00-DX1,TCGA-Rest,5
11396,TCGA-4V-A9QS-01Z-00-DX1,TCGA-Rest,6
10872,TCGA-KN-8431-01Z-00-DX1,TCGA-Rest,7
11705,TCGA-EI-6510-01Z-00-DX1,TCGA-Rest,8
11372,TCGA-WB-A818-01Z-00-DX1,TCGA-Rest,9
11125,TCGA-N5-A4RN-01Z-00-DX1,TCGA-Rest,0
12421,TCGA-V4-A9F7-01Z-00-DX1,TCGA-Rest,1
10798,TCGA-YZ-A985-01Z-00-DX1,TCGA-Rest,2
12119,TCGA-OR-A5LK-01Z-00-DX5,TCGA-Rest,3
11118,TCGA-3X-AAV9-01Z-00-DX1,TCGA-Rest,4
11603,TCGA-IB-A7LX-01Z-00-DX1,TCGA-Rest,5
11560,TCGA-L5-A4OR-01Z-00-DX1,TCGA-Rest,6
12101,TCGA-QR-A6GO-01Z-00-DX1,TCGA-Rest,7
11480,TCGA-UW-A7GP-01Z-00-DX1,TCGA-Rest,8
10878,TCGA-OR-A5K3-01Z-00-DX3,TCGA-Rest,9
10379,TCGA-LK-A4NZ-01Z-00-DX1,TCGA-Rest,0
10713,TCGA-ZM-AA0B-01Z-00-DX1,TCGA-Rest,1
11634,TCGA-OR-A5JJ-01Z-00-DX5,TCGA-Rest,2
11669,TCGA-DY-A1DF-01Z-00-DX1,TCGA-Rest,3
11992,TCGA-UW-A7GU-11Z-00-DX1,TCGA-Rest,4
12422,TCGA-G5-6572-01Z-00-DX1,TCGA-Rest,5
10697,TCGA-2G-AAKG-01Z-00-DX3,TCGA-Rest,6
10788,TCGA-XE-AAOF-01Z-00-DX1,TCGA-Rest,7
10830,TCGA-OR-A5JF-01Z-00-DX1,TCGA-Rest,8
10574,TCGA-OR-A5LT-01Z-00-DX1,TCGA-Rest,9
11268,TCGA-NG-A4VU-01Z-00-DX2,TCGA-Rest,0
11584,TCGA-2G-AALW-01Z-00-DX3,TCGA-Rest,1
12249,TCGA-SH-A9CT-01Z-00-DX1,TCGA-Rest,2
11368,TCGA-KN-8421-01Z-00-DX1,TCGA-Rest,3
11314,TCGA-NF-A4WX-01Z-00-DX1,TCGA-Rest,4
10450,TCGA-HV-A7OL-01Z-00-DX1,TCGA-Rest,5
11365,TCGA-KN-8421-01Z-00-DX1,TCGA-Rest,6
11427,TCGA-IB-7886-01Z-00-DX1,TCGA-Rest,7
11449,TCGA-RW-A686-01Z-00-DX2,TCGA-Rest,8
12237,TCGA-V4-A9EH-01Z-00-DX1,TCGA-Rest,9
11665,TCGA-AF-6655-01Z-00-DX1,TCGA-Rest,0
11053,TCGA-YU-AA61-01Z-00-DX1,TCGA-Rest,1
11466,TCGA-KL-8327-01Z-00-DX1,TCGA-Rest,2
11353,TCGA-AG-A00C-01Z-00-DX1,TCGA-Rest,3
11815,TCGA-2G-AAF6-01Z-00-DX1,TCGA-Rest,4
12036,TCGA-WB-A81S-01Z-00-DX1,TCGA-Rest,5
10510,TCGA-XM-A8RH-01Z-00-DX1,TCGA-Rest,6
11456,TCGA-HZ-7925-01Z-00-DX1,TCGA-Rest,7
12399,TCGA-S7-A7WT-01Z-00-DX2,TCGA-Rest,8
12559,TCGA-RW-A68A-01Z-00-DX1,TCGA-Rest,9
11146,TCGA-OR-A5JC-01Z-00-DX2,TCGA-Rest,0
10937,TCGA-DT-5265-01Z-00-DX1,TCGA-Rest,1
11827,TCGA-XU-A932-01Z-00-DX1,TCGA-Rest,2
11060,TCGA-KM-A7QG-01Z-00-DX1,TCGA-Rest,3
11569,TCGA-N9-A4Q1-01Z-00-DX1,TCGA-Rest,4
11652,TCGA-HZ-7924-01Z-00-DX1,TCGA-Rest,5
12334,TCGA-S6-A8JW-01Z-00-DX1,TCGA-Rest,6
11617,TCGA-WB-A80V-01Z-00-DX1,TCGA-Rest,7
10844,TCGA-KN-8435-01Z-00-DX1,TCGA-Rest,8
11981,TCGA-ZB-A96I-01Z-00-DX1,TCGA-Rest,9
10916,TCGA-AH-6544-01Z-00-DX1,TCGA-Rest,0
11498,TCGA-IB-7644-01Z-00-DX1,TCGA-Rest,1
12407,TCGA-KM-A7QC-01Z-00-DX1,TCGA-Rest,2
11476,TCGA-2G-AALZ-01Z-00-DX4,TCGA-Rest,3
11158,TCGA-UW-A72Q-01Z-00-DX1,TCGA-Rest,4
10869,TCGA-2G-AAGV-01Z-00-DX2,TCGA-Rest,5
10990,TCGA-QR-A6H3-01Z-00-DX1,TCGA-Rest,6
12454,TCGA-2G-AALS-01Z-00-DX1,TCGA-Rest,7
12021,TCGA-4X-A9F9-01Z-00-DXJ,TCGA-Rest,8
11369,TCGA-DC-6681-01Z-00-DX1,TCGA-Rest,9
12191,TCGA-OR-A5JC-01Z-00-DX1,TCGA-Rest,0
11507,TCGA-KM-A7QI-01Z-00-DX1,TCGA-Rest,1
11147,TCGA-G8-6324-01Z-00-DX1,TCGA-Rest,2
10473,TCGA-FB-A78T-01Z-00-DX1,TCGA-Rest,3
11854,TCGA-QR-A700-01Z-00-DX1,TCGA-Rest,4
11097,TCGA-KO-8408-01Z-00-DX1,TCGA-Rest,5
12367,TCGA-KL-8324-01Z-00-DX1,TCGA-Rest,6
11438,TCGA-3A-A9IC-01Z-00-DX1,TCGA-Rest,7
11984,TCGA-VD-A8KA-01Z-00-DX1,TCGA-Rest,8
11187,TCGA-2G-AAGI-01Z-00-DX1,TCGA-Rest,9
10476,TCGA-4X-A9F9-01Z-00-DX5,TCGA-Rest,0
11013,TCGA-NP-A5H7-01Z-00-DX1,TCGA-Rest,1
12323,TCGA-IB-AAUT-01Z-00-DX1,TCGA-Rest,2
12266,TCGA-2G-AAGN-01Z-00-DX1,TCGA-Rest,3
12512,TCGA-KN-8426-01Z-00-DX1,TCGA-Rest,4
10992,TCGA-AG-3580-01Z-00-DX1,TCGA-Rest,5
10726,TCGA-WB-A81Q-01Z-00-DX1,TCGA-Rest,6
10625,TCGA-KN-8437-01Z-00-DX1,TCGA-Rest,7
11012,TCGA-NP-A5H7-01Z-00-DX1,TCGA-Rest,8
11292,TCGA-KM-8639-01Z-00-DX1,TCGA-Rest,9
11179,TCGA-N7-A4Y0-01Z-00-DX1,TCGA-Rest,0
11223,TCGA-CL-5917-01Z-00-DX1,TCGA-Rest,1
10403,TCGA-KO-8404-01Z-00-DX1,TCGA-Rest,2
11730,TCGA-WZ-A7V4-01Z-00-DX1,TCGA-Rest,3
12388,TCGA-F2-A8YN-01Z-00-DX1,TCGA-Rest,4
11348,TCGA-L5-A4OU-01Z-00-DX1,TCGA-Rest,5
11233,TCGA-KO-8406-01Z-00-DX1,TCGA-Rest,6
11130,TCGA-OR-A5K1-01Z-00-DX4,TCGA-Rest,7
11576,TCGA-WB-A816-01Z-00-DX1,TCGA-Rest,8
11483,TCGA-UW-A7GP-01Z-00-DX1,TCGA-Rest,9
10361,TCGA-UW-A7GU-01Z-00-DX1,TCGA-Rest,0
12444,TCGA-4K-AA1G-01Z-00-DX1,TCGA-Rest,1
11360,TCGA-EI-6881-01Z-00-DX1,TCGA-Rest,2
12337,TCGA-SP-A6QD-01Z-00-DX1,TCGA-Rest,3
12405,TCGA-KM-A7QC-01Z-00-DX1,TCGA-Rest,4
10620,TCGA-2G-AAFI-01Z-00-DX2,TCGA-Rest,5
12477,TCGA-OR-A5LK-01Z-00-DX3,TCGA-Rest,6
10969,TCGA-KL-8342-01Z-00-DX1,TCGA-Rest,7
10800,TCGA-HZ-A77P-01Z-00-DX1,TCGA-Rest,8
11359,TCGA-2G-AAGP-01Z-00-DX1,TCGA-Rest,9
11434,TCGA-YU-A90W-01Z-00-DX1,TCGA-Rest,0
11194,TCGA-X7-A8DJ-01Z-00-DX1,TCGA-Rest,1
11038,TCGA-V4-A9E9-01Z-00-DX1,TCGA-Rest,2
12072,TCGA-HV-AA8V-11Z-00-DX1,TCGA-Rest,3
10661,TCGA-KL-8328-01Z-00-DX1,TCGA-Rest,4
11722,TCGA-2G-AAGM-01Z-00-DX2,TCGA-Rest,5
12206,TCGA-3A-A9IZ-01Z-00-DX1,TCGA-Rest,6
10670,TCGA-XU-A92U-01Z-00-DX1,TCGA-Rest,7
10506,TCGA-KL-8334-01Z-00-DX1,TCGA-Rest,8
11505,TCGA-KM-A7QI-01Z-00-DX1,TCGA-Rest,9
11570,TCGA-KL-8343-01Z-00-DX1,TCGA-Rest,0
10931,TCGA-XN-A8T5-01Z-00-DX1,TCGA-Rest,1
12078,TCGA-F2-A44H-01Z-00-DX1,TCGA-Rest,2
12045,TCGA-OU-A5PI-01Z-00-DX3,TCGA-Rest,3
10407,TCGA-AG-A015-01Z-00-DX1,TCGA-Rest,4
12360,TCGA-2J-AABT-01Z-00-DX1,TCGA-Rest,5
11083,TCGA-S7-A7WW-01Z-00-DX2,TCGA-Rest,6
11190,TCGA-OR-A5LN-01Z-00-DX2,TCGA-Rest,7
11734,TCGA-3S-A8YW-01Z-00-DX1,TCGA-Rest,8
11472,TCGA-ND-A4WA-01Z-00-DX3,TCGA-Rest,9
11523,TCGA-2G-AALQ-01Z-00-DX2,TCGA-Rest,0
10827,TCGA-UW-A7GJ-11Z-00-DX1,TCGA-Rest,1
11328,TCGA-V4-A9E5-01Z-00-DX1,TCGA-Rest,2
11010,TCGA-2G-AALW-01Z-00-DX1,TCGA-Rest,3
10756,TCGA-KN-8418-01Z-00-DX1,TCGA-Rest,4
10868,TCGA-ND-A4W6-01Z-00-DX2,TCGA-Rest,5
12260,TCGA-KO-8411-01Z-00-DX1,TCGA-Rest,6
10677,TCGA-V4-A9EI-01Z-00-DX1,TCGA-Rest,7
10376,TCGA-XY-A8S3-01Z-00-DX1,TCGA-Rest,8
11041,TCGA-WC-A881-01Z-00-DX1,TCGA-Rest,9
10392,TCGA-4X-A9FB-01Z-00-DX9,TCGA-Rest,0
11259,TCGA-XM-AAZ1-01Z-00-DX1,TCGA-Rest,1
12439,TCGA-KL-8333-01Z-00-DX1,TCGA-Rest,2
11184,TCGA-S7-A7WP-01Z-00-DX2,TCGA-Rest,3
10881,TCGA-F2-A44G-01Z-00-DX1,TCGA-Rest,4
10764,TCGA-3H-AB3M-01Z-00-DX1,TCGA-Rest,5
11277,TCGA-2G-AALY-01Z-00-DX3,TCGA-Rest,6
10894,TCGA-KO-8414-01Z-00-DX1,TCGA-Rest,7
11115,TCGA-KM-A7QH-01Z-00-DX1,TCGA-Rest,8
12062,TCGA-OR-A5LO-01Z-00-DX1,TCGA-Rest,9
12511,TCGA-ZH-A8Y6-01Z-00-DX1,TCGA-Rest,0
11419,TCGA-LK-A4O0-01Z-00-DX1,TCGA-Rest,1
11556,TCGA-3A-A9IN-01Z-00-DX1,TCGA-Rest,2
10602,TCGA-KO-8405-01Z-00-DX1,TCGA-Rest,3
11773,TCGA-3A-A9IH-01Z-00-DX1,TCGA-Rest,4
11484,TCGA-VB-A8QN-01Z-00-DX1,TCGA-Rest,5
11141,TCGA-UW-A7GY-01Z-00-DX1,TCGA-Rest,6
11766,TCGA-DY-A0XA-01Z-00-DX1,TCGA-Rest,7
10846,TCGA-3H-AB3S-01Z-00-DX2,TCGA-Rest,8
10511,TCGA-ND-A4WF-01Z-00-DX1,TCGA-Rest,9
12019,TCGA-W2-A7HD-01Z-00-DX1,TCGA-Rest,0
11318,TCGA-W5-AA2G-01Z-00-DX1,TCGA-Rest,1
12043,TCGA-2G-AAGO-01Z-00-DX2,TCGA-Rest,2
11210,TCGA-2G-AAG6-01Z-00-DX2,TCGA-Rest,3
11668,TCGA-OU-A5PI-01Z-00-DX2,TCGA-Rest,4
10982,TCGA-YT-A95D-01Z-00-DX1,TCGA-Rest,5
12172,TCGA-XU-A933-01Z-00-DX1,TCGA-Rest,6
11042,TCGA-G8-6907-01Z-00-DX1,TCGA-Rest,7
12212,TCGA-S7-A7WN-01Z-00-DX1,TCGA-Rest,8
10926,TCGA-AF-2691-01Z-00-DX1,TCGA-Rest,9
10922,TCGA-OR-A5K6-01Z-00-DX1,TCGA-Rest,0
12115,TCGA-P7-A5NX-01Z-00-DX1,TCGA-Rest,1
12173,TCGA-PA-A5YG-01Z-00-DX1,TCGA-Rest,2
10374,TCGA-3H-AB3X-01Z-00-DX1,TCGA-Rest,3
10484,TCGA-2G-AALX-01Z-00-DX3,TCGA-Rest,4
11703,TCGA-3A-A9IL-01Z-00-DX1,TCGA-Rest,5
